change_id,commit,status,old_path,path,additions,deletions,training_eligibility
CWTV-GITCHG-000312,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/failure-correction-chains.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000313,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/history-records.jsonl,4,0,REFERENCE_ONLY
CWTV-GITCHG-000314,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/knowledge-records.jsonl,318,317,REFERENCE_ONLY
CWTV-GITCHG-000315,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/milestones.csv,1,1,REFERENCE_ONLY
CWTV-GITCHG-000316,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/repository-file-versions.csv,25,0,REFERENCE_ONLY
CWTV-GITCHG-000317,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/repository-files.csv,25,25,REFERENCE_ONLY
CWTV-GITCHG-000318,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/source-reconciliations.csv,1,1,REFERENCE_ONLY
CWTV-GITCHG-000319,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/datasets/symbols.csv,116,114,REFERENCE_ONLY
CWTV-GITCHG-000320,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/manifests/corpus-manifest.yaml,8,8,REFERENCE_ONLY
CWTV-GITCHG-000321,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/manifests/sync-state.yaml,2,2,REFERENCE_ONLY
CWTV-GITCHG-000322,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/narratives/architecture-decisions.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000323,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/narratives/engineering-history.md,5,3,REFERENCE_ONLY
CWTV-GITCHG-000324,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/narratives/engineering-methods.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000325,233301bf98da58e7c871a03158518b09e7369c90,M,,nexvox/engineering/narratives/failures-corrections-lessons.md,9,1,REFERENCE_ONLY
CWTV-GITCHG-000326,974d6b6dcdc15b0b027e265f25fb7686454a878b,A,,docs/architecture/CineWatch_TV_V1_A3_Signature_Cinematic_Selection_Lock_001.md,218,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000327,974d6b6dcdc15b0b027e265f25fb7686454a878b,A,,docs/architecture/evidence/CineWatch_TV_V1_A3_Signature_Cinematic_Selected_Direction_001.json,55,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000328,974d6b6dcdc15b0b027e265f25fb7686454a878b,A,,docs/architecture/evidence/CineWatch_TV_V1_A3_Signature_Cinematic_Selected_Direction_001.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000329,974d6b6dcdc15b0b027e265f25fb7686454a878b,M,,docs/progress/CineWatch_TV_Engineering_Chronicle.md,3,1,REFERENCE_ONLY
CWTV-GITCHG-000330,974d6b6dcdc15b0b027e265f25fb7686454a878b,M,,docs/progress/activity/engineering-events.jsonl,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000331,974d6b6dcdc15b0b027e265f25fb7686454a878b,M,,docs/progress/dashboard/progress-data.json,54,6,REFERENCE_ONLY
CWTV-GITCHG-000332,974d6b6dcdc15b0b027e265f25fb7686454a878b,A,,scripts/check_brand_streaming_signature_selection.py,147,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000333,974d6b6dcdc15b0b027e265f25fb7686454a878b,A,,tests/repository/test_brand_streaming_signature_selection.py,29,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000334,20e851e5eb0577831b0b05bc3cb6c92ee6319e43,M,,docs/progress/CineWatch_TV_Engineering_Chronicle.md,2,1,REFERENCE_ONLY
CWTV-GITCHG-000335,20e851e5eb0577831b0b05bc3cb6c92ee6319e43,M,,docs/progress/activity/engineering-events.jsonl,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000336,20e851e5eb0577831b0b05bc3cb6c92ee6319e43,M,,docs/progress/dashboard/progress-data.json,34,5,REFERENCE_ONLY
CWTV-GITCHG-000337,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/DATASET_CARD.md,13,13,REFERENCE_ONLY
CWTV-GITCHG-000338,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/checksums.sha256,20,20,REFERENCE_ONLY
CWTV-GITCHG-000339,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/artifacts.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000340,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/commit-changes.csv,32,0,REFERENCE_ONLY
CWTV-GITCHG-000341,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/commits.csv,3,0,REFERENCE_ONLY
CWTV-GITCHG-000342,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/decisions.csv,7,7,REFERENCE_ONLY
CWTV-GITCHG-000343,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/dependencies.csv,240,228,REFERENCE_ONLY
CWTV-GITCHG-000344,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/history-records.jsonl,7,0,REFERENCE_ONLY
CWTV-GITCHG-000345,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/knowledge-records.jsonl,326,318,REFERENCE_ONLY
CWTV-GITCHG-000346,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/milestones.csv,1,1,REFERENCE_ONLY
CWTV-GITCHG-000347,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/qualifications.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000348,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/repository-file-versions.csv,32,0,REFERENCE_ONLY
CWTV-GITCHG-000349,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/repository-files.csv,29,24,REFERENCE_ONLY
CWTV-GITCHG-000350,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/source-reconciliations.csv,1,1,REFERENCE_ONLY
CWTV-GITCHG-000351,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/datasets/symbols.csv,142,134,REFERENCE_ONLY
CWTV-GITCHG-000352,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/manifests/corpus-manifest.yaml,10,10,REFERENCE_ONLY
CWTV-GITCHG-000353,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/manifests/sync-state.yaml,2,2,REFERENCE_ONLY
CWTV-GITCHG-000354,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/narratives/architecture-decisions.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000355,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/narratives/engineering-history.md,6,3,REFERENCE_ONLY
CWTV-GITCHG-000356,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/narratives/engineering-methods.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000357,eed31123509a5a7410f45d95a815164451055a47,M,,nexvox/engineering/narratives/failures-corrections-lessons.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000358,7f6dc58a51f202991c562255a472f40d00584c58,A,,docs/architecture/CineWatch_TV_V1_A3_Master_Geometry_Parameterization_001.md,375,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000359,7f6dc58a51f202991c562255a472f40d00584c58,A,,docs/architecture/geometry/CineWatch_TV_V1_A3_Master_Geometry_Parameters_001.json,135,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000360,7f6dc58a51f202991c562255a472f40d00584c58,M,,docs/progress/CineWatch_TV_Engineering_Chronicle.md,8,4,REFERENCE_ONLY
CWTV-GITCHG-000361,7f6dc58a51f202991c562255a472f40d00584c58,M,,docs/progress/activity/engineering-events.jsonl,2,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000362,7f6dc58a51f202991c562255a472f40d00584c58,M,,docs/progress/dashboard/progress-data.json,107,9,REFERENCE_ONLY
CWTV-GITCHG-000363,7f6dc58a51f202991c562255a472f40d00584c58,A,,scripts/check_a3_master_geometry_parameterization.py,264,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000364,7f6dc58a51f202991c562255a472f40d00584c58,A,,tests/repository/test_a3_master_geometry_parameterization.py,29,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000365,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/DATASET_CARD.md,13,13,REFERENCE_ONLY
CWTV-GITCHG-000366,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/checksums.sha256,20,20,REFERENCE_ONLY
CWTV-GITCHG-000367,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/artifacts.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000368,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/commit-changes.csv,28,0,REFERENCE_ONLY
CWTV-GITCHG-000369,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/commits.csv,2,0,REFERENCE_ONLY
CWTV-GITCHG-000370,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/decisions.csv,7,7,REFERENCE_ONLY
CWTV-GITCHG-000371,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/dependencies.csv,256,244,REFERENCE_ONLY
CWTV-GITCHG-000372,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/history-records.jsonl,5,0,REFERENCE_ONLY
CWTV-GITCHG-000373,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/knowledge-records.jsonl,338,326,REFERENCE_ONLY
CWTV-GITCHG-000374,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/milestones.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000375,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/qualifications.csv,1,0,REFERENCE_ONLY
CWTV-GITCHG-000376,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/repository-file-versions.csv,28,0,REFERENCE_ONLY
CWTV-GITCHG-000377,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/repository-files.csv,28,24,REFERENCE_ONLY
CWTV-GITCHG-000378,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/source-reconciliations.csv,1,1,REFERENCE_ONLY
CWTV-GITCHG-000379,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/datasets/symbols.csv,150,143,REFERENCE_ONLY
CWTV-GITCHG-000380,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/manifests/corpus-manifest.yaml,10,10,REFERENCE_ONLY
CWTV-GITCHG-000381,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/manifests/sync-state.yaml,2,2,REFERENCE_ONLY
CWTV-GITCHG-000382,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/narratives/architecture-decisions.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000383,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/narratives/engineering-history.md,5,2,REFERENCE_ONLY
CWTV-GITCHG-000384,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/narratives/engineering-methods.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000385,6f140affbeacb646bfd90089b0e9b008e88be955,M,,nexvox/engineering/narratives/failures-corrections-lessons.md,1,1,REFERENCE_ONLY
CWTV-GITCHG-000386,17a07d1d8625eabb3ed728d55934cf61789c77b0,D,,apps/web/public/brand/.gitkeep,0,0,REFERENCE_ONLY
CWTV-GITCHG-000387,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/asset-manifest.json,187,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000388,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-lockup-on-dark.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000389,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-lockup-on-light.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000390,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-mark-m1-full.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000391,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-mark-r1a-black.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000392,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-mark-r1a-full.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000393,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-mark-r1a-white.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000394,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-wordmark-on-dark.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000395,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/brand/cinewatch-wordmark-on-light.svg,1,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000396,17a07d1d8625eabb3ed728d55934cf61789c77b0,D,,apps/web/public/icons/.gitkeep,0,0,REFERENCE_ONLY
CWTV-GITCHG-000397,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-app-icon-180.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000398,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-app-icon-192.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000399,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-app-icon-512.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000400,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-app-icon-light-512.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000401,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-favicon-16.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000402,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-favicon-32.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000403,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-favicon-48.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000404,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-maskable-icon-512.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000405,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-micro-16.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000406,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-micro-24.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000407,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/icons/cinewatch-micro-32.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000408,17a07d1d8625eabb3ed728d55934cf61789c77b0,D,,apps/web/public/seo/.gitkeep,0,0,REFERENCE_ONLY
CWTV-GITCHG-000409,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/seo/cinewatch-og-1200x630.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000410,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/public/seo/cinewatch-social-1080x1080.png,,,TRAINING_ELIGIBLE
CWTV-GITCHG-000411,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/src/app/brand-qualification/brand-qualification.module.css,432,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000412,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,apps/web/src/app/brand-qualification/page.tsx,205,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000413,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,apps/web/src/app/layout.tsx,23,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000414,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,apps/web/src/app/manifest.ts,22,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000415,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,docs/architecture/CineWatch_TV_V1_Production_Brand_Asset_Browser_Qualification_001.md,110,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000416,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,docs/architecture/evidence/CineWatch_TV_V1_Production_Brand_Browser_Approval_001.json,46,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000417,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,docs/architecture/geometry/CineWatch_TV_V1_A3_Production_Geometry_System_001.json,128,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000418,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,docs/progress/CineWatch_TV_Engineering_Chronicle.md,14,4,REFERENCE_ONLY
CWTV-GITCHG-000419,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,docs/progress/activity/engineering-events.jsonl,6,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000420,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,docs/progress/dashboard/progress-data.json,274,9,REFERENCE_ONLY
CWTV-GITCHG-000421,17a07d1d8625eabb3ed728d55934cf61789c77b0,M,,scripts/check_frontend_skeleton.py,43,8,TRAINING_ELIGIBLE
CWTV-GITCHG-000422,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,scripts/check_production_brand_assets.py,213,0,TRAINING_ELIGIBLE
CWTV-GITCHG-000423,17a07d1d8625eabb3ed728d55934cf61789c77b0,A,,tests/repository/test_production_brand_assets.py,28,0,TRAINING_ELIGIBLE
